"listing_id","description","host_id","host_name","nbhood_full","coordinates","room_type","price","nb_reviews","last_review","reviews_per_month","availability_365","avg_rating","avg_stays_per_month","pct_5_stars","listing_added"
12965288,"COZY HOME, BEST LOCAL ACCESS!",11071244,"Nick","Queens, Long Island City","(40.76591, -73.93434)","Private room","$80",49,"09/27/2018",1.29,0,3.81541115405856,58.8,0.744833271107679,"03/24/2018"
12007456,"Nice And Clean Room In East Harlem",63403077,"Sebastian","Manhattan, East Harlem","(40.79741, -73.93884)","Private room","$50",40,"04/30/2019",1.14,0,4.21957980695364,48,0.685767594724863,"10/25/2018"
34753379,"Stylish Room in Swanky Bushwick Apartment",60235514,"James","Brooklyn, Bushwick","(40.7036, -73.92496)","Private room","$51",4,"06/02/2019",2.31,71,4.68599432009009,4.8,0.724325900724394,"11/27/2018"
22556901,"Beautiful & spacious East Village Studio",17150107,"Francisco","Manhattan, East Village","(40.7277, -73.99006999999997)","Entire home/apt","$161",0,NA,NA,0,NA,NA,NA,"08/27/2018"
15327611,"Cosy Appartment in Upper East Side",15636131,"Rémi","Manhattan, Upper East Side","(40.76952, -73.94892)","Entire home/apt","$150",12,"04/18/2019",0.39,32,3.77898249470857,14.4,0.734216974662001,"10/13/2018"
30974737,"*NO GUEST SERVICE FEE* Beekman Tower Two Bedroom  #3",205031545,"Red Awning","Manhattan, Midtown","(40.75393, -73.96646)","Entire home/apt","$956",0,NA,NA,124,NA,NA,NA,"03/15/2018"
21191462,"Charming and very Sunny Apartment",46208887,"Lu&Ben","Brooklyn, Crown Heights","(40.67541, -73.96061)","Entire home/apt","$70",2,"05/13/2018",0.11,0,3.11236796456288,2.4,0.712643724188164,"11/07/2017"
12765858,"Cozy room near central park",69457013,"Dingyu","Manhattan, Upper West Side","(40.79768, -73.9633)","Private room","$49",0,NA,NA,0,NA,NA,NA,"10/08/2018"
16675507,"Penthouse w/ private Manhattan skyline view deck!",56735326,"Christi","Brooklyn, Greenpoint","(40.72347, -73.94039000000002)","Entire home/apt","$125",4,"07/05/2017",0.13,0,4.62761204123644,4.8,0.748384505849497,"12/30/2016"
13848005,"Harlem Vibrant Garden Apartment",81763260,"Frédérique","Manhattan, Harlem","(40.81106, -73.94467)","Entire home/apt","$200",48,"06/19/2019",1.4,53,3.47088955476039,57.6,0.664938066964335,"12/14/2018"
341982,"Lincoln Center Studio, Clean&Sunny!",483013,"Yj","Manhattan, Upper West Side","(40.77577, -73.98258)","Entire home/apt","$99",36,"08/23/2015",0.45,0,3.39623191648214,43.2,0.602263274123864,"02/17/2015"
31991309,"Quaint apartment in heart of Astoria",51551032,"Diane","Queens, Astoria","(40.76424, -73.91516)","Entire home/apt","$50",1,"01/30/2019",0.19,0,3.42206357276082,1.2,0.65837220727916,"07/27/2018"
13076592,"Cozy bedroom with brightly lit living space",3389514,"Nathalie","Brooklyn, Bedford-Stuyvesant","(40.69313, -73.93543000000003)","Private room","$60",59,"07/02/2019",1.56,6,4.11307785454191,70.8,0.722837125425466,"12/27/2018"
36353482,"EAST VILLAGE Apt. (ABC City) w/awesome Roof Deck",44024684,"Zack","Manhattan, East Village","(40.72597, -73.97645)","Private room","$85",0,NA,NA,15,NA,NA,NA,"07/10/2018"
15495202,"*Lux Doorman,New & Modern ,Grand Central",52950465,"Gal","Manhattan, Midtown","(40.75315, -73.97253)","Entire home/apt","$129",2,"08/15/2017",0.06,326,3.34391083726853,2.4,0.67428704880329,"02/09/2017"
9427331,"Huge/private studio right off the L",48870194,"Brad","Brooklyn, Bushwick","(40.70505, -73.92239000000002)","Entire home/apt","$108",4,"07/01/2016",0.09,0,3.72760128140419,4.8,0.647034937064977,"12/27/2015"
25723733,"Cozy place.",183240218,"Adedeji","Queens, Jamaica","(40.67051, -73.77693000000002)","Private room","$65",74,"06/14/2019",6.05,211,3.53384337665412,88.8,0.784714573744412,"12/09/2018"
19618443,"Cute apartment in Sunnyside",26921025,"Ellie","Queens, Sunnyside","(40.73811, -73.92099)","Entire home/apt","$99",0,NA,NA,0,NA,NA,NA,"05/16/2018"
21962864,"Cozy private room w/private bath, Hell's Kitchen",25690203,"Corin","Manhattan, Hell's Kitchen","(40.76333, -73.98905)","Private room","$100",5,"04/06/2018",0.26,0,4.1095470525351,6,0.605490478519069,"10/01/2017"
35315271,"Design haven with private backyard & greenhouse",19689128,"Billy","Brooklyn, Williamsburg","(40.71413, -73.93701)","Entire home/apt","$131",2,"06/23/2019",2,137,4.31308776998028,2.4,0.687066606812187,"12/18/2018"
19745952,"Cozy, charming uptown apartment!",31727657,"Kristen","Manhattan, Washington Heights","(40.84482, -73.93739000000002)","Private room","$70",1,"07/31/2017",0.04,0,3.18127817571078,1.2,0.782311054276605,"01/25/2017"
35147457,"Luxury 2BR Dumbo Brooklyn.  Amazing Views!!",264689880,"Paul","Brooklyn, Vinegar Hill","(40.70344, -73.9839)","Entire home/apt","$350",0,NA,NA,51,NA,NA,NA,"07/04/2018"
15286858,"Luxury Apartment in Williamsburg!",35433522,"David","Brooklyn, Williamsburg","(40.71258, -73.95191)","Entire home/apt","$349",5,"06/14/2018",0.16,0,4.47269671655621,6,0.782185902248102,"12/09/2017"
13921462,"Sunny and spacious apartment in Brooklyn",1481058,"Aris","Brooklyn, Greenpoint","(40.73273, -73.95764)","Private room","$60",30,"06/25/2018",0.83,0,4.91685474786194,36,0.904684200888915,"12/20/2017"
9282032,"Cozy 1br in the Heart of Kips Bay",4835399,"Felicia","Manhattan, Kips Bay","(40.74138, -73.98048)","Entire home/apt","$250",0,NA,NA,0,NA,NA,NA,"03/02/2018"
17670245,"Cozy bright room near Prospect Park",2263722,"Mariam","Brooklyn, Flatbush","(40.64945, -73.96108000000002)","Private room","$56",12,"03/27/2019",0.44,0,3.56286407074275,14.4,0.695962285200249,"09/21/2018"
33928971,"Large 1BR apt. in luxury West Village building.",158709729,"Michael","Manhattan, West Village","(40.73264, -74.00421999999998)","Entire home/apt","$450",4,"06/28/2019",2.55,43,4.2777321848884,4.8,0.660690683843948,"12/23/2018"
120362,"Williamsburg apartment right by the subway",138069,"Itamar","Brooklyn, Williamsburg","(40.70665, -73.94060999999998)","Entire home/apt","$190",50,"07/02/2019",0.51,331,4.66913847797227,60,0.860502550266181,"12/27/2018"
18373404,"Little Haven in Brooklyn Redeux",14588919,"Allison","Brooklyn, Bedford-Stuyvesant","(40.68017, -73.95182)","Entire home/apt","$150",131,"06/22/2019",4.96,185,4.4871223263407,157.2,0.769466265436355,"12/17/2018"
8627973,"2BR2BA apartment, PRIVATE bathroom & AC inside",19303369,"Hiroki","Queens, Elmhurst","(40.74073, -73.87591)","Private room","$40",1,"05/31/2019",0.77,30,4.09473884408465,1.2,0.716157320478416,"11/25/2018"
17694203,"Sun drenched Park Slope getaway..",50755667,"Kyla","Brooklyn, South Slope","(40.66865, -73.9865)","Entire home/apt","$85",6,"02/20/2019",0.23,98,4.94287020540563,7.2,0.683849066722175,"08/17/2018"
6620407,"Cozy one bedroom in bushwick!",31880074,"Rachel","Brooklyn, Bedford-Stuyvesant","(40.69666, -73.93548)","Entire home/apt","$98",7,"01/06/2016",0.14,0,3.9754351433283,8.4,0.678058114032119,"07/03/2015"
30934838,"Prospect Park Family Townhouse",231157284,"Cecilia","Brooklyn, Windsor Terrace","(40.65463, -73.97536)","Entire home/apt","$300",0,NA,NA,35,NA,NA,NA,"09/16/2018"
2135766,"Super Bowl, 2 bdrm, UWS apartment",4074918,"Julie","Manhattan, Upper West Side","(40.79478, -73.97474)","Entire home/apt","$900",0,NA,NA,0,NA,NA,NA,"03/03/2018"
34621385,"2 Bedroom in the heart of Bushwick",3899139,"David","Brooklyn, Bushwick","(40.70296, -73.92662)","Entire home/apt","$125",4,"06/24/2019",2.4,18,4.65612056528637,4.8,0.771264489547249,"12/19/2018"
27051433,"THE LIGHT ROOM",6786361,"Michael","Brooklyn, Bushwick","(40.6964, -73.92675)","Private room","$65",13,"04/08/2019",1.21,302,3.5600263284787,15.6,0.739886206882868,"10/03/2018"
36040561,"Nice room to rent 1",230720704,"Pp","Bronx, North Riverdale","(40.91306, -73.89389)","Private room","$40",1,"07/06/2019",1,175,3.36408827663692,1.2,0.644657133668824,"12/31/2018"
34680877,"Cozy bedroom in a spacious apt with a backyard",55026020,"Jelena","Brooklyn, Gowanus","(40.66694, -73.99405)","Private room","$50",0,NA,NA,0,NA,NA,NA,"07/30/2018"
18772198,"Clean Cozy & Comfy Apartment In NYC!",41658748,"Ben","Manhattan, Gramercy","(40.73742, -73.98219)","Entire home/apt","$265",58,"06/09/2019",2.65,323,3.89473177317675,69.6,0.630364391548476,"12/04/2018"
22862793,"A Zen Oasis in the East Village",102841376,"Viramo","Manhattan, East Village","(40.72509, -73.98954)","Private room","$139",3,"07/31/2018",0.17,0,4.7675189083022,3.6,0.761172025340236,"01/25/2018"
14566213,"Geodesic Dome",39143718,"Sean","Brooklyn, Bedford-Stuyvesant","(40.68355, -73.95702)","Entire home/apt","$200",21,"05/23/2019",0.6,364,3.83992476019104,25.2,0.7177646916166,"11/17/2018"
25776093,"Sonder | 116 John | Charming Studio + Gym",12243051,"Sonder","Manhattan, Financial District","(40.70724000000001, -74.0051)","Entire home/apt","$164",0,NA,NA,326,NA,NA,NA,"09/29/2018"
7749069,"Large 1BR apt only 20 minutes to Manhattan.",40735098,"Joel","Brooklyn, Borough Park","(40.64346, -73.99814)","Entire home/apt","$120",35,"06/15/2019",0.78,346,3.64640553925594,42,0.600554797481291,"12/10/2018"
1524895,"NYC apartment! Bright and spacious!",3217480,"Victoria","Manhattan, Washington Heights","(40.85652, -73.92975)","Entire home/apt","$138",14,"04/24/2019",0.3,13,3.62306180904164,16.8,0.63115107269518,"10/19/2018"
11605983,"Brownstone living - 1BR in BK",12352188,"Jasmin","Brooklyn, Boerum Hill","(40.68792, -73.98999)","Entire home/apt","$125",8,"07/10/2017",0.2,0,4.07587399842981,9.6,0.752576394842886,"01/04/2017"
9752053,"Private room in Greenpoint, BK",1587834,"Bradford","Brooklyn, Greenpoint","(40.72212, -73.94423)","Private room","$65",0,NA,NA,0,NA,NA,NA,"10/03/2018"
62452,"A SpeciaL!! Private Room in NY",303939,"Lissette","Staten Island, Tompkinsville","(40.63536, -74.08537)","Private room","$36",193,"06/25/2019",1.85,360,3.95194087677633,231.6,0.606591526790417,"12/20/2018"
8369857,"International Meeting Place_Room 2",43371802,"Sinaly","Brooklyn, Flatlands","(40.62868, -73.92739)","Private room","$125",13,"05/19/2019",0.29,180,3.51854164047766,15.6,0.742368255935529,"11/13/2018"
24158806,"An Art Decor Inspired Urban Oasis",142426920,"Christina Jo","Brooklyn, Prospect Heights","(40.68215, -73.97001999999998)","Entire home/apt","$220",9,"06/30/2019",0.64,85,3.82522083128883,10.8,0.678946494159694,"12/25/2018"
34040771,"Luxurious life in Manhattan",154895657,"Shihu","Manhattan, Hell's Kitchen","(40.76245, -73.99831)","Entire home/apt","$198",0,NA,NA,28,NA,NA,NA,"08/13/2018"
13752222,"Chelsea -Cozy, quiet, and charming  bedroom",4328118,"Ned","Manhattan, Chelsea","(40.74601, -74.00028)","Private room","$NA",2,"06/23/2019",1.2,336,4.3976533304981,2.4,0.777950675434359,"12/18/2018"
32527598,"Castle Nolita",138492193,"Antonio","Manhattan, Little Italy","(40.71907, -73.99685)","Entire home/apt","$160",25,"06/21/2019",5.47,29,4.82512890546426,30,0.938412941834474,"12/16/2018"
9712682,"Brownstone 1 BR with Huge Backyard",2412806,"Amadou","Brooklyn, Fort Greene","(40.68792, -73.97904)","Entire home/apt","$210",115,"06/21/2019",2.66,247,3.04863146173555,138,0.742329114026095,"12/16/2018"
20745030,"Spacious Room in Sunny Brownstone (Ft. Greene)",23254455,"Chandra","Brooklyn, Clinton Hill","(40.6866, -73.96761)","Private room","$88",0,NA,NA,0,NA,NA,NA,"05/02/2018"
31687149,"Cozy south brooklyn apartment for a single/couple",32552738,"Stella","Brooklyn, Kensington","(40.64159, -73.9796)","Entire home/apt","$90",9,"03/18/2019",1.75,0,4.22229588286041,10.8,0.644048759304317,"09/12/2018"
34150989,"CHARMING APT. IN MANHATTAN! 2 FULL BATH & 7 BEDS",257838704,"Dave","Manhattan, Washington Heights","(40.84237, -73.93914000000002)","Entire home/apt","$300",6,"06/16/2019",2.5,252,4.9069277715973,7.2,0.662250959838362,"12/11/2018"
26522529,"Cozy apartment 9mts to Barclays Center/ProspecPark",199147185,"Lou","Brooklyn, Sunset Park","(40.66291, -73.995)","Entire home/apt","$330",34,"06/11/2019",2.83,147,3.49141397101527,40.8,0.786676088078256,"12/06/2018"
30733576,"king size bed in hip LES -subway outside",19052001,"Madison","Manhattan, Lower East Side","(40.7124, -73.99054)","Private room","$80",3,"03/02/2019",0.6,0,3.33906999073562,3.6,0.601723814441982,"08/27/2018"
32232502,"Private bedroom in a charming apartment",45238340,"Fa","Manhattan, East Harlem","(40.79196, -73.95048)","Private room","$95",8,"05/26/2019",2.55,131,4.01210954867189,9.6,0.732875681832599,"11/20/2018"
5823337,"Beautiful 2BR Upper West Side",30224326,"Matthew","Manhattan, Morningside Heights","(40.8063, -73.96268)","Entire home/apt","$150",2,"08/11/2016",0.05,0,4.48721352819781,2.4,0.704213131165265,"02/06/2016"
35657662,"GREAT APARTMENT, VERY COMFORTABLE, 5 mins to SOHO!",135127305,"M. Alejandro","Manhattan, Chinatown","(40.71821, -73.99506)","Entire home/apt","$200",0,NA,NA,312,NA,NA,NA,"09/22/2018"
3412893,"Studio Apt. 15 min from Manhattan",17206543,"Griffin","Queens, Astoria","(40.77056, -73.92159000000002)","Entire home/apt","$99",7,"09/04/2018",0.12,0,3.08533896664461,8.4,0.732160316694788,"03/01/2018"
25340516,"Garden Duplex close to Central Park",136454672,"Fabiana","Manhattan, Upper East Side","(40.76516, -73.96562)","Entire home/apt","$1000",10,"06/08/2019",0.79,84,3.72054999119033,12,0.764723333086365,"12/03/2018"
5917687,"1300 usd monthly Private Bedroom Brooklyn Heights",30731188,"Megan","Brooklyn, Brooklyn Heights","(40.69713, -73.99235)","Private room","$45",0,NA,NA,146,NA,NA,NA,"05/24/2018"
8146609,"Large room in Williamsburg",8860559,"James","Brooklyn, Williamsburg","(40.70939, -73.95155)","Private room","$77",1,"09/13/2015",0.02,0,3.62104067039108,1.2,0.658649786612082,"03/10/2015"
22309725,"Astoria clean private room",135446962,"G","Queens, Astoria","(40.76797, -73.92806999999998)","Private room","$50",0,NA,NA,0,NA,NA,NA,"04/11/2018"
24251237,"West Village Private Flat AMAZING Location",180329864,"Victoria","Manhattan, Greenwich Village","(40.73393, -73.9963)","Entire home/apt","$159",4,"06/09/2019",0.31,42,4.52068837688931,4.8,0.651518888362403,"12/04/2018"
32286787,"BROOKLYN Bright Williamsburg room Backyard +Trains",242344309,"Pete And Chloe","Brooklyn, Williamsburg","(40.70684, -73.94932)","Private room","$65",20,"07/04/2019",4.23,107,3.27202501353861,24,0.708098279596617,"12/29/2018"
35707097,"A Shared Space in a Shared Room",175730239,"Baboucarr","Queens, Sunnyside","(40.74088, -73.92726)","Shared room","$30",1,"06/29/2019",1,358,3.35819156689328,1.2,0.757852949809128,"12/24/2018"
6594861,"Park Slope Brownstone Duplex (unfurnished)",34501360,"Eric","Brooklyn, Park Slope","(40.6746, -73.97901)","Entire home/apt","$275",12,"09/03/2017",0.25,70,3.02309095684142,14.4,0.740609515311321,"02/28/2017"
5505918,"Winter Deal! Cosy room available in East Village",28557212,"Marion","Manhattan, Gramercy","(40.73305, -73.98255)","Private room","$73",4,"02/21/2017",0.08,0,4.27548225144729,4.8,0.695873175192134,"08/18/2016"
9699378,"Spacious, Quiet, 20 steps to subway",24445542,"Nicole","Manhattan, Harlem","(40.82569, -73.94277)","Private room","$65",0,NA,NA,0,NA,NA,NA,"04/14/2018"
1820858,"Large Comfortable Studio in Chelsea",3609524,"Nayef","Manhattan, Chelsea","(40.74386, -73.99540999999998)","Entire home/apt","$161",8,"07/29/2016",0.18,0,4.55617021647925,9.6,0.633236989029559,"01/24/2016"
27782635,"Sonder | 116 John | Sun-Filled 2BR + Gym",12243051,"Sonder","Manhattan, Financial District","(40.70628, -74.00654)","Entire home/apt","$245",0,NA,NA,304,NA,NA,NA,"09/16/2018"
35944364,"E Z Living In Harlem 2",244536777,"Chester","Manhattan, Harlem","(40.81615, -73.94359)","Entire home/apt","$225",0,NA,NA,170,NA,NA,NA,"08/01/2018"
14911628,"Modern 1BR Apt in the Heart Of NYC",87848042,"Val","Manhattan, Hell's Kitchen","(40.75611, -73.99387)","Entire home/apt","$180",17,"06/30/2019",0.53,5,4.55708350485873,20.4,0.899230832280267,"12/25/2018"
24267385,"Sonder | 116 John | Charming 1BR + Gym",12243051,"Sonder","Manhattan, Financial District","(40.70688, -74.00523000000003)","Entire home/apt","$194",0,NA,NA,343,NA,NA,NA,"05/02/2018"
36404568,"Sharp Upper East Side 2BR w/ Gym + W/D near the MET by Blueground",107434423,"Blueground","Manhattan, Upper East Side","(40.77739, -73.94915999999998)","Entire home/apt","$393",0,NA,NA,307,NA,NA,NA,"05/31/2018"
30071866,"Brooklyn based 1 bedroom apartment",22723123,"Maximilian","Brooklyn, Downtown Brooklyn","(40.69115, -73.98465999999998)","Entire home/apt","$99",1,"04/28/2019",0.41,31,3.90363991518401,1.2,0.707010396837127,"10/23/2018"
4299536,"10 Minutes to Manhattan",17164818,"Victoria","Brooklyn, Clinton Hill","(40.68566, -73.96021999999998)","Entire home/apt","$189",33,"06/22/2019",0.58,271,3.04341717824585,39.6,0.743943549765028,"12/17/2018"
30463419,"New Years  in NYC - in a Gold Star Resort",24552104,"Terry","Manhattan, Midtown","(40.76424, -73.98143)","Private room","$350",0,NA,NA,3,NA,NA,NA,"03/26/2018"
14693952,"Private Small Room 4",59529529,"Han","Manhattan, Hell's Kitchen","(40.7619, -73.995)","Private room","$75",205,"07/07/2019",5.89,179,4.61389114803778,246,0.880504183093024,"01/01/2019"
36351985,"Duplex studio renovated new bathroom own entrance",36205885,"Eddy","Queens, Ridgewood","(40.70688, -73.90981)","Entire home/apt","$80",0,NA,NA,163,NA,NA,NA,"08/04/2018"
628227,"Ti me Square Stylish 1 Bedroom",3120156,"Sag","Manhattan, Hell's Kitchen","(40.7592, -73.99133)","Entire home/apt","$148",57,"05/24/2019",0.69,0,3.35574434725342,68.4,0.633846397403176,"11/18/2018"
27552582,"Studio in the Heart of East Village",30680112,"Danielle","Manhattan, East Village","(40.72951, -73.98576)","Entire home/apt","$120",0,NA,NA,39,NA,NA,NA,"09/05/2018"
29799125,"1 bedroom within walking distance to Times Sq",57146691,"Andrew","Manhattan, Midtown","(40.75514, -73.96746)","Entire home/apt","$250",0,NA,NA,0,NA,NA,NA,"09/06/2018"
29781403,"Modern Apartment in Brooklyn with deck and yard",22464812,"Maruf","Brooklyn, Kensington","(40.64261, -73.9835)","Entire home/apt","$200",24,"06/24/2019",3.27,290,3.90650154854188,28.8,0.639498765707282,"12/19/2018"
2003807,"UWS MANHATTAN APT FOR SUPERBOWL WE",10317189,"Edouard","Manhattan, Upper West Side","(40.79321, -73.9694)","Entire home/apt","$1000",0,NA,NA,0,NA,NA,NA,"07/27/2018"
20659824,"☺Kinda feels JUST LIKE HOME! ☺ [BEST RATE]",142590597,"Joica","Brooklyn, East New York","(40.67262, -73.87391)","Private room","$50",3,"09/03/2018",0.13,179,4.56936119738523,3.6,0.679738300998579,"02/28/2018"
2136511,"Private room with bathroom and balcony.",6001762,"Ajang","Brooklyn, Bedford-Stuyvesant","(40.67927, -73.9113)","Private room","$60",0,NA,NA,365,NA,NA,NA,"04/05/2018"
24200751,"2BR 3BD 1.5BA | Rooftop & Balcony | Airport PickUp",47424665,"Brian","Queens, Ridgewood","(40.70653, -73.90876999999998)","Entire home/apt","$280",42,"06/23/2019",3.44,108,4.55528381403248,50.4,0.832256115609111,"12/18/2018"
4900034,"Gorgeous Loft apt. Prime Location with Rooftop",14289427,"Francesca","Manhattan, Chinatown","(40.71579000000001, -73.99253)","Private room","$120",8,"11/21/2018",0.15,318,3.80153185456462,9.6,0.708252990900881,"05/18/2018"
21932693,"Big loft in Williamsburg",43600815,"Rafael","Brooklyn, Williamsburg","(40.70572, -73.93823)","Private room","$65",1,"01/01/2018",0.05,0,3.58402483563632,1.2,0.684597217488278,"06/28/2017"
9457285,"The Central Park Studio",8604689,"Emel","Manhattan, Upper East Side","(40.76892, -73.96845)","Entire home/apt","$214",151,"06/26/2019",3.58,219,3.41269296827772,181.2,0.692850205337962,"12/21/2018"
13306254,"A beautiful Park slope apartment",9603086,"Leza","Brooklyn, Gowanus","(40.6664, -73.99305)","Entire home/apt","$300",0,NA,NA,311,NA,NA,NA,"05/07/2018"
6388315,"UPPER WEST SIDE one bedroom apt",9815198,"Nicola","Manhattan, Upper West Side","(40.77724, -73.97699)","Entire home/apt","$120",0,NA,NA,365,NA,NA,NA,"09/04/2018"
36329299,"Central Park European 2 Bedroom 2 bath duplex",6524294,"Natascha","Manhattan, Upper East Side","(40.78439, -73.95761999999998)","Entire home/apt","$400",0,NA,NA,363,NA,NA,NA,"09/18/2018"
25253576,"Sunny & spacious Brooklyn Brownstone Bedroom",190792355,"Saron","Brooklyn, Bedford-Stuyvesant","(40.69464, -73.94963)","Private room","$95",4,"06/29/2018",0.29,0,3.55876459492222,4.8,0.693422677821576,"12/24/2017"
8942360,"Calm and Cozy Bed-Stuy Room in an Inspiring House",11659708,"Malav","Brooklyn, Bedford-Stuyvesant","(40.69349, -73.94745999999998)","Private room","$65",1,"03/06/2016",0.02,0,4.20623085768527,1.2,0.674207497797242,"09/01/2015"
35317854,"Lincoln Center Luxury River View High Rise Condo",265917688,"Wenying","Manhattan, Upper West Side","(40.77618, -73.98395)","Entire home/apt","$165",1,"06/23/2019",1,62,4.54980609413537,1.2,0.75077734393994,"12/18/2018"
31871475,"Smart Midtown 1BR w/Private Roofdeck, near C.Park by Blueground",107434423,"Blueground","Manhattan, Midtown","(40.76175, -73.97592)","Entire home/apt","$267",0,NA,NA,188,NA,NA,NA,"08/21/2018"
13207586,"Beautiful 1BR UES",74020712,"Nicole","Manhattan, Upper East Side","(40.7722, -73.95272)","Entire home/apt","$115",8,"02/20/2017",0.22,0,3.46700783389949,9.6,0.600166213903742,"08/17/2016"
36129923,"Space to breath in Crown Heights",6322527,"Emily","Brooklyn, Crown Heights","(40.67122, -73.94093000000002)","Private room","$75",2,"06/30/2019",2,89,3.50256631263334,2.4,0.617428254527965,"12/25/2018"
22338613,"Quiet, comfortable true one bedroom near Columbia",52593822,"Hannah","Manhattan, Harlem","(40.83034, -73.94787)","Entire home/apt","$115",0,NA,NA,0,NA,NA,NA,"02/23/2018"
17464043,"Lovely Brooklyn Apt",49166783,"Dalal","Brooklyn, Williamsburg","(40.71704, -73.95371)","Shared room","$175",0,NA,NA,0,NA,NA,NA,"07/30/2018"
34110599,"The Green Place I",101790764,"Zabi","Queens, Long Island City","(40.74764, -73.9482)","Entire home/apt","$199",7,"06/22/2019",3.28,170,3.72940570854123,8.4,0.616455596209091,"12/17/2018"
16353473,"Great Bedroom in East Williamsburg (+ ROOFTOP!!)",107082851,"Brian","Brooklyn, Williamsburg","(40.70806, -73.9427)","Private room","$59",1,"01/01/2017",0.03,0,4.62771518340238,1.2,0.600168480504328,"06/28/2016"
6343641,"Private Room Right by Subway to Manhattan *alt*",32865595,"Sho-Boo Of Sho-Boo Suite","Brooklyn, Prospect-Lefferts Gardens","(40.66117, -73.96083)","Private room","$62",54,"10/25/2017",1.1,343,4.58730933588784,64.8,0.862920973106585,"04/21/2017"
12755138,"DSGN  Doorman One Bedroom 5186",16098958,"Jeremy & Laura","Manhattan, Financial District","(40.70555, -74.00811999999998)","Entire home/apt","$155",1,"08/13/2016",0.03,335,4.19277293604693,1.2,0.602914523582074,"02/08/2016"
2260029,"Williamsburg Loft",10683147,"Keefe","Brooklyn, Williamsburg","(40.70943, -73.95101)","Private room","$100",0,NA,NA,0,NA,NA,NA,"06/14/2018"
9695552,"Comfty 1BR apt in Upper West Side",14651590,"Eva","Manhattan, Morningside Heights","(40.80462, -73.96074)","Entire home/apt","$150",4,"01/04/2017",0.09,0,4.32732490831731,4.8,0.712236513048719,"07/01/2016"
26304188,"luxurious & light-filled apartment in williamsburg",32543699,"Lucia","Brooklyn, Williamsburg","(40.71563, -73.95666999999997)","Entire home/apt","$165",3,"08/07/2018",0.24,0,3.56024462457538,3.6,0.751303839161144,"02/01/2018"
23148112,"Spacious Studio on Staten Island",7875272,"Mary","Staten Island, Port Richmond","(40.63012, -74.13512)","Entire home/apt","$50",0,NA,NA,0,NA,NA,NA,"07/24/2018"
521806,"Airy 1BR nice area Queens nr subway",2389494,"Anya","Queens, Rego Park","(40.72719, -73.86166)","Entire home/apt","$69",5,"05/17/2019",0.1,4,4.8521340382817,6,0.737867799339471,"11/11/2018"
28652436,"Large bedroom in Sunny 2-Bed, 1-Bath",15105613,"Elizabeth","Manhattan, Upper East Side","(40.77713, -73.95096)","Private room","$70",1,"12/09/2018",0.14,236,3.95569716340793,1.2,0.699338743064077,"06/05/2018"
23741795,"Cozy, Eclectic Brooklyn Getaway",75469247,"Chiara","Brooklyn, Crown Heights","(40.67774, -73.95742)","Entire home/apt","$105",39,"06/24/2019",2.44,38,4.1765061310088,46.8,0.731332039244523,"12/19/2018"
13467270,"Sunnyside Modern Apartment that sleeps 4 people.",76840954,"Angelo","Queens, Sunnyside","(40.73691, -73.92826)","Entire home/apt","$125",17,"04/28/2019",0.47,56,3.54278062436654,20.4,0.710940518661841,"10/23/2018"
20053253,"Luxurious apartment-private bed & private bathroom",74314960,"Cristina","Brooklyn, Bedford-Stuyvesant","(40.69182, -73.9436)","Private room","$120",82,"06/23/2019",3.52,0,3.1860248245986,98.4,0.702580863594219,"12/18/2018"
22409377,"Cosy room in bushwick",100032033,"Shaul","Brooklyn, Bushwick","(40.68684, -73.91001)","Private room","$35",0,NA,NA,0,NA,NA,NA,"05/12/2018"
12365836,"Beautiful 2 bedroom Duplex Apartment",35660592,"Luis","Queens, Maspeth","(40.73976, -73.8954)","Private room","$169",27,"05/18/2019",0.78,256,3.90954775608071,32.4,0.755265088565384,"11/12/2018"
36452721,"Massage Spa. Stay overnight. Authors Artist dream.",274079964,"Richard","Brooklyn, Sheepshead Bay","(40.59866, -73.95661)","Private room","$800",0,NA,NA,23,NA,NA,NA,"09/06/2018"
26744053,"Private Room",200933726,"Momo","Bronx, Allerton","(40.86659, -73.866)","Private room","$34",0,NA,NA,0,NA,NA,NA,"08/14/2018"
34396747,"Double Room",95570540,"Eileen","Staten Island, Oakwood","(40.55908, -74.11992)","Private room","$65",1,"06/14/2019",1,364,4.04714674014861,1.2,0.704142149890535,"12/09/2018"
28012966,"A cozy quiet 1-bedroom with a balcony in Astoria",1636092,"Igor","Queens, Astoria","(40.76255, -73.91934)","Entire home/apt","$160",2,"11/21/2018",0.19,19,3.94544584764057,2.4,0.787441025397082,"05/18/2018"
10358108,"Cozy modern room in the heart of NYC!",53308963,"Aj","Manhattan, Chinatown","(40.71424, -73.9968)","Private room","$87",27,"05/25/2019",0.71,12,4.95619772915637,32.4,0.906483981977185,"11/19/2018"
19521605,"One bedroom APT in Prospect Park",18327839,"Sylvia","Brooklyn, Prospect-Lefferts Gardens","(40.6609, -73.96185)","Entire home/apt","$115",5,"09/24/2017",0.22,0,4.0644798467386,6,0.764890726509036,"03/21/2017"
33932806,"Trendy Private BR in Ridgewood Woodbine",242962235,"Yuval","Queens, Ridgewood","(40.70885, -73.89634000000002)","Private room","$34",0,NA,NA,136,NA,NA,NA,"09/25/2018"
